Site Name,Cat_No,Trench,X coordinate,Y coordinate,Quantity,Activity category,act_cat,Material,Material detail original,Type,Sub-type,Description,Inventory number,Date,Period original,Period,Camp,Building,Gender ,Gender code,Height (cm),Length (cm),Rim diam. (cm),Base diam. (cm),Wall diam. (cm),Diam. (cm),Width (cm),Max. dim. (cm),Weight (g),Surface,Fragment section,Hardness,Fabric,Colour,Published illustration,Published references
Vetera,B0308,631,98.25,808.02539,1,writing,W,Copper alloy,,Inkwells,,Fragment of a lid from a small inkwell.,31664,,,,,M,male?,ZMa,,,,,,ca. 4.3,,,,,,,,,Pl. 42,
Vetera,B0309,1095,1762.25,-228.97461,1,writing,W,Copper alloy,,Inkwells,,Lid probably from a small inkwell.,33739,,,,,U,male?,ZMa,,,,,,3.3,,,,,,,,,Pl. 42,
Vetera,B0310,1267,-867.375,-91.84961,1,writing,W,Copper alloy,,Inkwells,,Lid from a small inkwell with large and small opening.,34452,,,,,Z,male?,ZMa,,,,,,4,,,,,,,,,,"Bonner Jahrb. 136-137,1932: 307"
Vetera,B0311,1390,-338.11035,-77.0249,1,writing,W,Copper alloy,,Inkwells,,Lid from a small inkwell with central hole.,34,,,,,b,male?,ZMa,,,,,,2.5,,,,,,,,,,"Bonner Jahrb. 140-141, 1936:   454"
Vetera,B0312,145,1906.54785,-66.10254,1,tableware and serving?/toilet?,ZTS_T,Copper alloy,,Spoons,,Fragment of a spoon with roand bowl.,21093,,,,,east gateway,N/A,U,,,,,,,,,,,,,,,Pl. 42,
Vetera,B0313,2000,-2239.581524,-1511.634302,1,tableware and serving?/toilet?,ZTS_T,Copper alloy,,Spoons,,Fragment of a spoon with remains of bowl.,22543,,,,,2000,N/A,U,,,,,,,,,,,,,,,,
Vetera,B0337,761,772.5,-99.22461,3,food preparation?/toilet?,ZFP_T,Copper alloy,,Buckets,,3 rim fragments and numerous wall fragments of a badly corroded 'Oestland' bucket.,32866,,,,,F-via principaliseast,male?/female?,Zma_Fe,,,14,,,,,,,,,,,,Pl. 44,
Vetera,B0338,1203,-712.5,9.52539,1,food preparation?/toilet?,ZFP_T,Copper alloy,,Buckets,,"Oestland'  bucket with repaired, rivetted base; handle missing; remains of both double iron rivets. ",34154,,,,Neronian,Y,male?/female?,Zma_Fe,30,,26,17.5,,,,,,,,,,,"Pl. 11, Pl. 115","Germania 15,1931: 111 fig. 9. RMX; "
Vetera,B0339,1501,-320.5,153.6084,1,food preparation?/toilet?,ZFP_T,Copper alloy,,Buckets,,Fragment of a bucket handle with swan's head terminal.,28856,,,,,a,male?/female?,Zma_Fe,,5 preserved ,,,,,1.3,,,,,,,,Pl. 44,"Bonner Jahrb. 124,1917: 168 pl. 26,21 "
Vetera,B0341,318,539.06201,701.896,1,food preparation?/toilet?,ZFP_T,Copper alloy,,Buckets,,Pelta-shaped foot of a bucket with wave ornament on the outside.,23053,,,,,G,male?/female?,Zma_Fe,1.3,6.5,,,,,1.9,,,,,,,,Pl. 44,"Bonner Jahrb. 122, 1912: 401 pl. 56,12 "
Vetera,B0353,884,1010,205.94141,1,toilet?,ZT,Copper alloy,,Basins,,Fragment of a basin handle(?) with cross-shaped section and roand central part.,33516,,,,,P,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 44,
Vetera,B0354,923,759.25,-104.8916,1,toilet?,ZT,Copper alloy,,Basins,,Fragment of a handle from a pedestalled basin with triple grooved middle section and flattened ends.,33522,,,,,F-via principalis east,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 44,
Vetera,B0355,923,759.25,-104.8916,1,toilet?,ZT,Copper alloy,,Basins,,Fragment of a basin handle with thickened ends.,33523,,,,,F-via principalis east,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 44,
Vetera,B0356,982,731.5,-103.22461,1,toilet?,ZT,Copper alloy,,Basins,,Fragment of a basin handle.,33489,,,,,F,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 44,
Vetera,B0358,1090,1640.75,-23.72461,1,toilet?,ZT,Copper alloy,,Basins,,Twirled basin handle with square section.,33786,,,,,via principalis east,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 44,
Vetera,B0398,225,2692.5,357.77539,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,"Chest handle in the form of two opposing dolphins, ends of handle broken.",21488 a,,,,,Fortline C,male?,ZMa,2.5,9.3 preserved ,,,,,1.7,,,,,,,,"Pl. 9, Pl. 46",
Vetera,B0399,146,1932.09033,-86.63135,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of a handle with spherical ends; one handle end broken.,20227e,,,,,east gateway,male?,ZMa,,6 preserved  ,,,,,,0.3- 0.4  ,,,,,,,Pl. 46,
Vetera,B0400,145,1906.54785,-66.10254,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of a handle of triangular section; handle ends turned inwards.,21098,,,,,east gateway,male?,ZMa,,5.5 preserved ,,,,,,0.5,,,,,,,Pl. 46,
Vetera,B0401,288,513.6665,-155.72461,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Casket handle with square section and elongated knob terminal; 2 slightly damaged split-pins preserved.,23074a,,,,,central market area (C),male?,ZMa,,7.4,,,,,,0.6,,,,,,,Pl. 46,
Vetera,B0402,288,513.6665,-155.72461,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Casket handle with square section and elongated knob terminal; 2 slightly damaged split-pins preserved.,23074a,,,,,central market area (C),male?,ZMa,,7.4,,,,,,0.6,,,,,,,,
Vetera,B0403,555,-317.23389,567.3916,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,"Damaged, omega-shaped handle of a casket; one thickened knob terminal broken.",30981,,,,,L,male?,ZMa,,3.3 preserved ,,,,,,0.4,,,,,,,Pl. 46,
Vetera,B0404,762,695.45215,301.60864,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of an omega-shaped handle with bent and thickened terminals; one terminal broken.,32778,,,,,"street, A-P",male?,ZMa,4.1,4.1 preserved   ,,,,,,,,,,,,,,
Vetera,B0405,1187,-698,62.77539,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of a casket handle with thickened end terminal.,34445,,,,,Y,male?,ZMa,4.2,10.2,,,,,,0.4,,,,,,,,
Vetera,B0406,1284,-670.33325,-473.05811,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of an omega-shaped handle with thickened knob terminal; one terminal broken.,34402,,,,,"Z, Y",male?,ZMa,,4.7 preserved   ,,,,,,0.5,,,,,,,,
Vetera,B0407,1299,-843.5,-52.32241,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Fragment of a casket handle with enlongated knob terminal; one terminal broken.,34413,,,,,via principalis west,male?,ZMa,,5.9 preserved   ,,,,,,0.4,,,,,,,,
Vetera,B0408,1388,-342.83667,-536.34961,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,"Fragmentof a casket handle with long, pointed knob terminal.",34.14.,,,,,d,male?,ZMa,,7.2 preserved   ,,,,,,0.5,,,,,,,,
Vetera,B0409,37,-601.3916,2851.79932,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Handle fragment with triangular section; 1 terminal broken.,19022,,,,,Fortline A-Neronian Fortifications,male?,ZMa,2.7,3.3,,,,,,,,,,,,,Pl. 46,
Vetera,B0410,54,-801.80176,1397.06616,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Handle with broken rod,19315,,,,,Neronian Fortifications,male?,ZMa,3.2,4,,,,,,,,,,,,,,
Vetera,B0411,555,-317.23389,567.3916,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Handle fragment.,30982,,,,,L,male?,ZMa,2.8,2.7 preserved ,,,,,,0.3,,,,,,,,
Vetera,B0412,703,316.11523,1226.85278,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Handle,31602,,,,,G,male?,ZMa,,5,,,,,1,,,,,,,,,
Vetera,B0413,762,695.45215,301.60864,1,combat dress?/furniture?,ZDE_F,Copper alloy,,Drop handles,,Small handle with end loop.,32779,,,,,"street, A-P",male?,ZMa,,,,,,,2.8,,,,,,,,,
Vetera,B0459,3,391.70972,2471.73462,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring fragment.,18207,,,,,north gateway,female?/child?,ZFe_Ch,,,,,,1.6,,0.3,,,,,,,Pl. 47,
Vetera,B0460,24,-1010.32544,1604.08838,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Thick ring with 4 knobs.,18985,,,,,Neronian Fortifications,male?/female?,ZMa_Fe,,,,,,2,,,,,,,,,,
Vetera,B0461,37,-601.3916,2851.79932,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,19018,,,,,Fortline A-Neronian Fortifications,male?/female?,ZMa_Fe,,,,,,1.9,,0.2,,,,,,,Pl. 47,
Vetera,B0462,37,-601.3916,2851.79932,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,19019,,,,,Fortline A-Neronian Fortifications,female?/child?,ZFe_Ch,,,,,,1.7,,0.1,,,,,,,Pl. 47,
Vetera,B0463,37,-601.3916,2851.79932,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,"Ring, badly corroded.",19020,,,,,Fortline A-Neronian Fortifications,male?/female?,ZMa_Fe,,  ,,,,2.2,,c. 0.3,,,,,,,Pl. 47,
Vetera,B0464,58,487.71924,2398.22705,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,19307,,,,,north gateway,male?/female?,ZMa_Fe,,,,,,2.2,,0.3,,,,,,,Pl. 47,
Vetera,B0465,59,490.71924,2282.71558,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,19542,,,,,north gateway,female?/child?,ZFe_Ch,,,,,,1.5,,0.4,,,,,,,,
Vetera,B0472,287,632,-147.7251,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,22992,,,,,central market area (C-D-E),female?/child?,ZFe_Ch,,,,,,1.4,,0.2,,,,,,,,
Vetera,B0473,306,538.28662,761.61182,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23326,,,,,B-G,male?/female?,ZMa_Fe,,,,,,1.9,,0.2,,,,,,,,
Vetera,B0474,310,448.00024,568.94189,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23221,,,,,B,male?,ZMa,0.8,,,,,2.5,,0.2,,,,,,,,
Vetera,B0475,328,491.47705,746.88379,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,22650a,,Pre-Claudian,pre_Clau,"B, A-C, K",G,male?/female?,ZMa_Fe,,,,,,1.8,,0.3,,,,,,,,
Vetera,B0476,343,463.52686,863.10889,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring with central groove,23102,,Pre-Claudian,pre_Clau,,G,male?/female?,ZMa_Fe,,,,,,2.3,,0.2,,,,,,,,
Vetera,B0477,348,443.71484,940.02539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Spiralring,22624,,Early Augustan,E_Aug,"B, A-C, K",G,male?/female?,ZMa_Fe,, ,,,,,,,,,,,,,,
Vetera,B0478,369,356.66699,104.60791,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23615,,,,,A,male?,ZMa,0.9,,,,,2.9,,0.2,,,,,,,,
Vetera,B0479,370,327.00024,80.2749,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23482,,,,,A,male?/female?,ZMa_Fe,,,,,,1.9,,0.3,,,,,,,,
Vetera,B0480,381,368.3335,145.94141,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring with double rib.,23497,,,,,A,male?/female?,ZMa_Fe,,,,,,1.8,,0.4,,,,,,,,
Vetera,B0481,390,305.66675,724.94434,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,24057,,,,,G,male?/female?,ZMa_Fe,,,,,,2.4,,0.5,,,,,,,,
Vetera,B0482,2000,-2239.581524,-1511.634302,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23726,,,,,2000,male?/female?,ZMa_Fe,,,,,,2.1,,0.7,,,,,,,,
Vetera,B0483,403,237.66675,378.60864,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,23984a,,,,,A,female?/child?,ZFe_Ch,,,,,,1.6,,0.3,,,,,,,,
Vetera,B0486,484,-24.26025,469.52051,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,25277,,,,,H,male?/female?,ZMa_Fe,,,,,,2,,0.4,,,,,,,,
Vetera,B0487,489,57.3335,145.1084,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,25297,,,,,H,male?/female?,ZMa_Fe,,,,,,2.3,,0.3,,,,,,,,
Vetera,B0489,533,-172.75,687.27539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,30944,,,,,J,male?/female?,ZMa_Fe,,,,,,2,,0.1,,,,,,,,
Vetera,B0491,541,-322.27832,734.2915,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Wide ring,31079,,,,,K,male?/female?,ZMa_Fe,,,,,,2,1.2,,,,,,,,,
Vetera,B0492,587,-23.75,642.77539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,31612,,,,,J-M,male?,ZMa,,,,,,3,,0.9,,,,,,,,
Vetera,B0493,587,-23.75,642.77539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,31613,,,,,J-M,male?/female?,ZMa_Fe,,,,,,2,,0.4,,,,,,,,
Vetera,B0494,604,117.73828,783.5083,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Small ring.,31685,,,,,M,female?/child?,ZFe_Ch,,,,,,1.7,,,,,,,,,,
Vetera,B0496,750,717.3335,150.85864,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,32763,,,,,P-F,male?/female?,ZMa_Fe,,,,,,2.1,,0.3,,,,,,,,
Vetera,B0497,750,717.3335,150.85864,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,32809,,,,,P-F,female?/child?,ZFe_Ch,,,,,,1.7,,0.2,,,,,,,,
Vetera,B0498,761,772.5,-99.22461,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,32804,,,,,F-via principaliseast,male?/female?,ZMa_Fe,,,,,,2.3,,0.3,,,,,,,,
Vetera,B0499,831,602.25,1002.27539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ribbed ring,32736,,,,,G,male?/female?,ZMa_Fe,,,,,,1.9,,0.4,,,,,,,,
Vetera,B0500,884,1010,205.94141,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,33511,,,,,P,female?/child?,ZFe_Ch,,,,,,1.2,,0.7,,,,,,,,
Vetera,B0501,884,1010,205.94141,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,33511,,,,,P,female?/child?,ZFe_Ch,,,,,,1.6,,0.2,,,,,,,,
Vetera,B0503,921,861.91406,-95.05713,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,33474,,,,Neronian?,via principalis east (F),male?/female?,ZMa_Fe,,,,,,2.5,,0.6,,,,,,,,
Vetera,B0504,928,703.5,-35.72461,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring with rectangular Annex,33538,,,,,via principalis east,male?,ZMa,,,,,,2.8,,0.3,,,,,,,,
Vetera,B0505,954,1104.75,-130.72461,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,"Erst, eines tordierten Ringes (?) mit verdicktem Endknopf",33085,,,,K,F,male?,ZMa,,,,,,3,,0.4,,,,,,,Pl. 47,
Vetera,B0506,1028,731.5,-172.97461,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,33498,,,,,F,female?/child?,ZFe_Ch,,,,,,1.5,,0.4,,,,,,,,
Vetera,B0511,1167,1490.75,151.02539,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,33751,,,,,W,male?/female?,ZMa_Fe,,,,,,2,,0.2,,,,,,,,
Vetera,B0512,1193,-651,-279.42383,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Ring,34409,,,,,Z,male?/female?,ZMa_Fe,,,,,,2,,0.4,,,,,,,,
Vetera,B0513,1267,-867.375,-91.84961,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Small ring,34424,,,,,Z,female?/child?,ZFe_Ch,, ,,,,,,,,,,,,,,
Vetera,B0514,1497,-132.07886,-59.33008,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Rings,,Flat double ribbed ring.,34.28.,,,,,via principalis west,male?/female?,ZMa_Fe,,,,,,2.4,0.7,,,,,,,,,
Vetera,B0724,273,488.00049,340.27466,1,dress,D,Iron,,Brooches,"Riha 5.2, Aucissa",Bow with band-shaped section; pin holder with knob terminal.,22731,,Augustan-early tiberian,Aug_ETib,A-C [?],via principalis west (a-b),male,Ma,3.5,6.2,,,,,1.7,,,,,,,,Pl. 48,
Vetera,B0725,382,346.00757,-12.08984,1,dress,D,Iron,,Brooches,"Riha 5.2, Aucissa",Foot with pin holder damaged; pin missing.,24029,,Augustan-early Tiberian,Aug_ETib,,central market area,male,Ma,c. 2.6,c. 6,,,,,,,,,,,,,,
Vetera,B0726,424,635.66748,463.94141,1,dress,D,Iron,,Brooches,"Riha 5.2, Aucissa",Corroded bow with approx. D-shaped section; pin holder with knob terminal; pin missing.,24231,,Late Augustan,L_Aug,A-C,B,male,Ma,2.9,5.2,,,,,1.5 preserved ,,,,,,,,Pl. 48,
Vetera,B0727,2,-347.96875,1835.67236,1,combat equipment,E,Iron,,Javelins,,Projectile point with central ridge and lozenge-shaped socket.,18180a,,,,,NW area,male,Ma,,10,,,,,2.1,,50,,,,,,Pl. 48,
Vetera,B0728,47,-70.3374,2728.26123,1,combat equipment,E,Iron,,Javelins,,Fragment of a projectile point with with beginnings of socket and square/pyramidal-shaped point.,19215,,,,,Neronian Fortifications,male,Ma,,12.5 bet. 6,,,,,0.7 x 0.7 ,,,,,,,,Pl. 48,
Vetera,B0729,155,2394.00098,-918.7373,1,combat equipment,E,Iron,,Javelins,,Corroded weapon or tool point.,2115c,,,,,Fortline G,male,Ma,,11.7 preserved  ,,,,,1.4 x 1.2 ,,,,,,,,Pl. 48,
Vetera,B0730,302,650.91699,-147.7251,1,combat equipment,E,Iron,,Javelins,,square/pyramidal-shaped projectile point with roand-sectioned socket.,22954,,,,,central market area (C-D),male,Ma,,11.5,,,,,2,,53,,,,,,Pl. 48,
Vetera,B0731,343,463.52686,863.10889,1,combat equipment,E,Iron,,Javelins,,"Projectile point with 2, formerly 3, flanks.",22528k,,Early Augustan,E_Aug,B,G,male,Ma,,8.8,,,,,,0.9,,,,,,,,
Vetera,B0732,385,356.00024,175.94141,1,combat equipment,E,Iron,,Javelins,,Projectile point with roand socket and square/pyramidal-shaped point.,23569,,,,,A,male,Ma,,13 preserved  (socket 6.9),,,,2.3,,,,,,,,,Pl. 49,
Vetera,B0733,379,229.3335,471.94189,1,combat equipment,E,Iron,,Javelins,,"Eight-sided/pyramidal-shaped point with slit, roand-sectioned socket.",24093,,Neronian,Neronian,Neronian,B,male,Ma,,12.7,,,,,,,49.5,,,,,,Pl. 48,
Vetera,B0734,389,195,187.1499,1,combat equipment,E,Iron,,Javelins,,Projectile point with roand socket and square/pyramidal-shaped point.,21607,,,,,A,male,Ma,,7.7,,,,,1.8 x 1.5 ,,,,,,,,Pl. 49,
Vetera,B0735,403,237.66675,378.60864,1,combat equipment,E,Iron,,Javelins,,Fragment of a square/pyramidal-shaped projectile point with tang of square section.,24073,,Neronian,Neronian,Neronian,A,male,Ma,,8.3 preserved ,,,,,,,32 preserved ,,,,,,Pl. 49,
Vetera,B0736,750,717.3335,150.85864,1,combat equipment,E,Iron,,Javelins,,Projectile point.,32745,,,,,P-F,male,Ma,,11.7,,,,,,,,,,,,,,
Vetera,B0737,754,,,1,combat equipment,E,Iron,,Javelins,,Projectile point with roand socket and square/pyramidal-shaped point.,32764,,,,,754,male,Ma,,c. 7.8  ,,,,,,,,,,,,,Pl. 49,
Vetera,B0738,928,703.5,-35.72461,1,combat equipment,E,Iron,,Javelins,,Projectile point with central ridge and roand-sectioned socket.,33116,,,,,via principalis east,male,Ma,,11.8,,,,socket 1.5,1.9 preserved ,,27,,,,,,Pl. 49,
Vetera,B0739,928,703.5,-35.72461,1,combat equipment,E,Iron,,Javelins,,"Slightly bent projectile point with slit, roand socket, probably recast Pilum shaft fragment.",33117,,,,,via principalis east,male,Ma,,c. 13.2 ,,,,socket 1.4,1.1,,31,,,,,,Pl. 49,
Vetera,B0740,1204.1,-994.4367,-78.01349,1,combat equipment,E,Iron,,Javelins,,Corroded projectile point with long tang.,34442,,,,,Z,male,Ma,,10.1,,,,,1.7,,,,,,,,Pl. 49,
Vetera,B0741,14,337.7041,1794.16699,1,combat equipment,E,Iron,,Javelins,,Fragment of a spear point with central ridge.,18167,,,,,N area,male,Ma,,10.3 preserved ,,,,,2.3,,24,,,,,,Pl. 49,
Vetera,B0742,50,-259.3562,2717.76001,1,combat equipment,E,Iron,,Javelins,,Lance point.,19442,,,,,Neronian Fortifications,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0743,212,2042.5,34.02539,1,combat equipment,E,Iron,,Javelins,,Lance point with central ridge and roand-sectioned socket.,21729,,,,,Fortline C,male,Ma,,21,,,,,2.2,,53,,,,,,Pl. 49,
Vetera,B0744,230,3031,695.27539,1,combat equipment,E,Iron,,Javelins,,Lance fragment.,21665,,,,,Fortline C,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0745,363,268.33325,512.27515,1,combat equipment,E,Iron,,Javelins,,Lance fragment.,23539,,,,,B,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0746,382,346.00757,-12.08984,1,combat equipment,E,Iron,,Javelins,,Lance fragment; disintergrated during conservation.,24030,,,,,central market area,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0747,387,343.00024,468.60864,1,combat equipment,E,Iron,,Javelins,,Lance point.,23331,,,,,B,male,Ma,,9,,,,,2.4,,,,,,,,Pl. 49,
Vetera,B0748,2000,-2239.581524,-1511.634302,1,combat equipment,E,Iron,,Javelins,,Badly corroded lance point with remains of roand-sectioned socket.,24126,,,,,2000,male,Ma,,12.5 preserved ,,,,1.1,2.4,,23 preserved ,,,,,,Pl. 49,
Vetera,B0749,652,-655,855.49961,1,combat equipment,E,Iron,,Javelins,,Lance point with central rib.,31604,,,,,N,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0750,761,772.5,-99.22461,1,combat equipment,E,Iron,,Javelins,,Badly corroded lance point.,32792,,,,,F-via principaliseast,male,Ma,,9.7,,,,,2.9 preserved ,,,,,,,,,
Vetera,B0751,1267,-867.375,-91.84961,1,combat equipment,E,Iron,,Javelins,,Fragment of lance point.,34479,,,,,Z,male,Ma,,11.6,,,,,3,,,,,,,,Pl. 49,
Vetera,B0752,64,-420.76367,1319.05811,1,combat equipment,E,Iron,,Javelins,,Bent Pilum fragment with square/pyramidal-shaped point and shaft of square section.,19280,,,,,NW Area,male,Ma,,17 preserved ,,,,,0.6 x 0.5 ,,,,,,,,Pl. 49,
Vetera,B0753,288,513.6665,-155.72461,1,combat equipment,E,Iron,,Javelins,,Pilum fragment with square/pyramidal-shaped point.,23042,,,,Neronian,central market area (C),male,Ma,,18.2 preserved ,,,,,1.3 x 1.3 ,,,,,,,,Pl. 49,
Vetera,B0754,317,599.00049,396.60815,1,combat equipment,E,Iron,,Javelins,,Pilum point. ,23320,,,,B,via principalis west (a-b),male,Ma,,,,,,,,,,,,,,,,
Vetera,B0755,379,229.3335,471.94189,1,combat equipment,E,Iron,,Javelins,,Pilum point(?) with square section.,23844,,Neronian,Neronian,Neronian,B,male,Ma,,5.2,,,,,0.9 x 0.8 ,,,,,,,,Pl. 49,
Vetera,B0756,2000,-2239.581524,-1511.634302,1,combat equipment,E,Iron,,Javelins,,3 Pilum fragments with square-sectioned socket and square-section shaft.,31105,,,,,2000,male,Ma,,c. 96  ,,,,,,,,,,,,,Pl. 49,
Vetera,B0757,2000,-2239.581524,-1511.634302,1,combat equipment,E,Iron,,Javelins,,"3 Pilum fragments with slit, roand-sectioned socket and square-sectioned shaft.",32439,,,,,2000,male,Ma,,18.6; 19.7; 11.6 ,,,,socket 1.9,,,,,,,,,Pl. 50,
Vetera,B0758,1203,-712.5,9.52539,1,combat equipment,E,Iron,,Javelins,,Fragment of a tongue Pilum with roand-sectioned shaft; tongue with 1 nail hole.,34135,,,,Neronian,Y,male,Ma,,49 preserved ,,,,,tongue 3.5,shaft 1.3  ,,,,,,,Pl. 50,
Vetera,B0759,1203,-712.5,9.52539,1,combat equipment,E,Iron,,Javelins,,Long rod with disc head and roand section; Pilum fragment or spit.,34138,,,,Neronian,Y,male,Ma,,45.7,,,,,1,0.6,,,,,,,Pl. 50,
Vetera,B0760,1431,-387.25,118.02539,1,combat equipment,E,Iron,,Javelins,,Pilum point. ,34124,,,,,a,male,Ma,,13.6,,,,,,,,,,,,,,
Vetera,B0761,37,-601.3916,2851.79932,1,combat equipment,E,Iron,,Javelins,,Corroded Pilum ferrule.,19023,,,,,Fortline A-Neronian Fortifications,male,Ma,,5,,,,,3 x 2.7 ,,,,,,,,Pl. 50,
Vetera,B0762,253,562.66748,70.94141,1,combat equipment,E,Iron,,Javelins,,Lance ferrule.,21518g,,,,,A,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0763,273,488.00049,340.27466,1,combat equipment,E,Iron,,Javelins,,Pilum ferrule.,22735,,,,,via principalis west (a-b),male,Ma,,2,,,,,2.6 x 2.4 ,,,,,,,,,
Vetera,B0764,297,504.3335,281.5637,1,combat equipment,E,Iron,,Javelins,,Square Pilum ferrule,22537d,,,,A-C,A,male,Ma,,2.5,,,,,2.4 x 2.4 ,,,,,,,,Pl. 50,
Vetera,B0765,362,254.66675,568.94189,1,combat equipment,E,Iron,,Javelins,,Square Pilum ferrule,23703,,,,,B,male,Ma,,3.1,,,,,2.3 x 2.3 ,,,,,,,,,
Vetera,B0766,364,275.01912,484.62695,1,combat equipment,E,Iron,,Javelins,,Long square Pilum ferrule,23669,,,,,B,male,Ma,,7.9,,,,,2.5 x 2.5 ,,,,,,,,Pl. 50,
Vetera,B0767,367,285.00024,366.02539,1,combat equipment,E,Iron,,Javelins,,Square Pilum ferrule,23627,,,,,A,male,Ma,,3.9,,,,,2.6 x 2.5 ,,,,,,,,,
Vetera,B0768,377,196.3335,451.60864,1,combat equipment,E,Iron,,Javelins,,Square Pilum ferrule,23678,,,,Claudian-Neronian?,B,male,Ma,,3.7,,,,,2.1 x 2.1 ,,,,,,,,,
Vetera,B0769,388,338.66699,6.13721,1,combat equipment,E,Iron,,Javelins,,Square Pilum ferrule,24044,,,,,A,male,Ma,,3.5,,,,,3.2 x 3.2 ,,,,,,,,Pl. 50,
